starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 21:21:05 2024	1730838065	3	8	11	0
Tue Nov 05 21:21:36 2024	1730838096	6	5	11	0
Tue Nov 05 21:21:09 2024	1730838069	4	7	11	0
Tue Nov 05 21:21:46 2024	1730838106	3	9	11	4
Tue Nov 05 21:21:35 2024	1730838095	5	6	11	0
Tue Nov 05 21:21:37 2024	1730838097	5	7	11	0
Tue Nov 05 21:21:06 2024	1730838066	4	7	11	0
Tue Nov 05 21:21:45 2024	1730838105	4	7	11	0
Tue Nov 05 21:21:37 2024	1730838097	3	8	11	0
Tue Nov 05 21:21:51 2024	1730838111	4	8	11	0
Tue Nov 05 21:21:52 2024	1730838112	6	5	11	0
Tue Nov 05 21:21:53 2024	1730838113	4	7	11	0
Tue Nov 05 21:21:15 2024	1730838075	5	6	11	0
Tue Nov 05 21:21:09 2024	1730838069	4	7	11	0
Tue Nov 05 21:21:06 2024	1730838066	4	7	11	0
Tue Nov 05 21:21:25 2024	1730838085	4	7	11	0
Tue Nov 05 21:21:57 2024	1730838117	5	6	11	0
Tue Nov 05 21:21:04 2024	1730838064	3	8	11	4
Tue Nov 05 21:21:34 2024	1730838094	5	6	11	0
Tue Nov 05 21:21:05 2024	1730838065	3	8	11	6
Tue Nov 05 21:21:57 2024	1730838117	5	6	11	0
Tue Nov 05 21:21:28 2024	1730838088	5	6	11	0
Tue Nov 05 21:21:58 2024	1730838118	3	8	11	5
Tue Nov 05 21:21:46 2024	1730838106	4	7	11	0
Tue Nov 05 21:21:04 2024	1730838064	5	6	11	0
Tue Nov 05 21:21:56 2024	1730838116	4	7	11	0
Tue Nov 05 21:21:56 2024	1730838116	4	7	11	0
Tue Nov 05 21:21:22 2024	1730838082	6	6	11	0
Tue Nov 05 21:21:30 2024	1730838090	5	6	11	0
Tue Nov 05 21:21:16 2024	1730838076	4	7	11	0
Tue Nov 05 21:21:42 2024	1730838102	4	7	11	0
Tue Nov 05 21:21:39 2024	1730838099	4	7	11	0
Tue Nov 05 21:21:16 2024	1730838076	5	7	11	0
Tue Nov 05 21:21:18 2024	1730838078	5	7	11	0
Tue Nov 05 21:21:54 2024	1730838114	4	7	11	0
Tue Nov 05 21:21:49 2024	1730838109	5	6	11	0
Tue Nov 05 21:21:26 2024	1730838086	5	6	11	0
Tue Nov 05 21:21:47 2024	1730838107	4	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	5	7	11	0
Tue Nov 05 21:21:55 2024	1730838115	4	8	11	0
Tue Nov 05 21:21:08 2024	1730838068	3	9	11	5
Tue Nov 05 21:21:04 2024	1730838064	4	7	11	0
Tue Nov 05 21:21:23 2024	1730838083	5	6	11	0
Tue Nov 05 21:21:16 2024	1730838076	4	7	11	0
Tue Nov 05 21:21:40 2024	1730838100	5	7	11	0
Tue Nov 05 21:21:25 2024	1730838085	3	8	11	0
Tue Nov 05 21:21:21 2024	1730838081	5	6	11	0
Tue Nov 05 21:21:35 2024	1730838095	4	7	11	0
Tue Nov 05 21:21:19 2024	1730838079	4	7	11	0
Tue Nov 05 21:21:31 2024	1730838091	3	9	11	4
Tue Nov 05 21:21:24 2024	1730838084	4	7	11	0
Tue Nov 05 21:21:31 2024	1730838091	3	9	11	4
Tue Nov 05 21:21:55 2024	1730838115	3	9	11	4
Tue Nov 05 21:21:56 2024	1730838116	6	6	11	0
Tue Nov 05 21:21:48 2024	1730838108	4	7	11	0
Tue Nov 05 21:21:07 2024	1730838067	4	7	11	0
Tue Nov 05 21:21:54 2024	1730838114	4	7	11	0
Tue Nov 05 21:21:18 2024	1730838078	3	8	11	0
Tue Nov 05 21:21:02 2024	1730838062	3	9	11	5
Tue Nov 05 21:21:53 2024	1730838113	5	6	11	0
Tue Nov 05 21:21:58 2024	1730838118	2	9	11	5
Tue Nov 05 21:21:55 2024	1730838115	6	6	11	0
Tue Nov 05 21:21:46 2024	1730838106	5	6	11	0
Tue Nov 05 21:21:04 2024	1730838064	4	7	11	0
Tue Nov 05 21:21:54 2024	1730838114	4	7	11	0
Tue Nov 05 21:21:34 2024	1730838094	4	7	11	0
Tue Nov 05 21:21:55 2024	1730838115	3	9	11	4
Tue Nov 05 21:21:56 2024	1730838116	3	8	11	0
Tue Nov 05 21:21:45 2024	1730838105	3	9	11	4
Tue Nov 05 21:21:51 2024	1730838111	6	6	11	0
Tue Nov 05 21:21:18 2024	1730838078	6	6	11	0
Tue Nov 05 21:21:39 2024	1730838099	4	7	11	0
Tue Nov 05 21:21:55 2024	1730838115	6	6	11	0
Tue Nov 05 21:21:39 2024	1730838099	5	6	11	0
Tue Nov 05 21:21:10 2024	1730838070	4	7	11	0
Tue Nov 05 21:21:02 2024	1730838062	3	9	11	5
Tue Nov 05 21:21:53 2024	1730838113	3	8	11	0
Tue Nov 05 21:21:03 2024	1730838063	5	6	11	0
Tue Nov 05 21:21:41 2024	1730838101	5	6	11	0
Tue Nov 05 21:21:14 2024	1730838074	5	6	11	0
Tue Nov 05 21:21:05 2024	1730838065	2	9	11	4
Tue Nov 05 21:21:31 2024	1730838091	3	9	11	5
Tue Nov 05 21:21:20 2024	1730838080	5	6	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	6	11	0
Tue Nov 05 21:21:02 2024	1730838062	5	7	11	0
Tue Nov 05 21:22:00 2024	1730838120	4	7	11	0
Tue Nov 05 21:21:39 2024	1730838099	5	6	11	0
Tue Nov 05 21:21:23 2024	1730838083	6	6	11	0
Tue Nov 05 21:21:25 2024	1730838085	2	9	11	5
Tue Nov 05 21:21:26 2024	1730838086	5	7	11	0
Tue Nov 05 21:21:19 2024	1730838079	4	7	11	0
Tue Nov 05 21:21:23 2024	1730838083	5	6	11	0
Tue Nov 05 21:21:46 2024	1730838106	4	7	11	0
Tue Nov 05 21:21:08 2024	1730838068	2	9	11	5
Tue Nov 05 21:21:23 2024	1730838083	4	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	3	8	11	0
Tue Nov 05 21:21:58 2024	1730838118	3	9	11	4
Tue Nov 05 21:21:25 2024	1730838085	6	6	11	0
Tue Nov 05 21:21:05 2024	1730838065	3	8	11	3
Tue Nov 05 21:21:49 2024	1730838109	5	6	11	0
Tue Nov 05 21:21:49 2024	1730838109	4	7	11	0
Tue Nov 05 21:21:08 2024	1730838068	3	9	11	5
Tue Nov 05 21:21:29 2024	1730838089	4	7	11	0
Tue Nov 05 21:21:55 2024	1730838115	3	8	11	4
Tue Nov 05 21:21:31 2024	1730838091	3	9	11	4
Tue Nov 05 21:21:14 2024	1730838074	4	8	11	0
Tue Nov 05 21:21:41 2024	1730838101	6	6	11	0
Tue Nov 05 21:21:47 2024	1730838107	4	7	11	0
Tue Nov 05 21:21:25 2024	1730838085	5	7	11	0
Tue Nov 05 21:21:15 2024	1730838075	3	8	11	0
Tue Nov 05 21:21:28 2024	1730838088	3	8	11	0
Tue Nov 05 21:21:29 2024	1730838089	5	6	11	0
Tue Nov 05 21:21:40 2024	1730838100	5	7	11	0
Tue Nov 05 21:21:42 2024	1730838102	4	8	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	6	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	6	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	4	8	11	0
Tue Nov 05 21:21:13 2024	1730838073	5	7	11	0
Tue Nov 05 21:21:34 2024	1730838094	5	7	11	0
Tue Nov 05 21:21:22 2024	1730838082	5	7	11	0
Tue Nov 05 21:21:58 2024	1730838118	4	7	11	0
Tue Nov 05 21:21:52 2024	1730838112	6	6	11	0
Tue Nov 05 21:21:37 2024	1730838097	4	7	11	0
Tue Nov 05 21:21:41 2024	1730838101	5	6	11	0
Tue Nov 05 21:21:39 2024	1730838099	3	9	11	5
Tue Nov 05 21:21:45 2024	1730838105	4	7	11	0
Tue Nov 05 21:21:22 2024	1730838082	4	7	11	0
Tue Nov 05 21:21:39 2024	1730838099	5	7	11	0
Tue Nov 05 21:21:24 2024	1730838084	5	7	11	0
Tue Nov 05 21:21:31 2024	1730838091	3	9	11	4
Tue Nov 05 21:21:51 2024	1730838111	5	7	11	0
Tue Nov 05 21:21:21 2024	1730838081	4	8	11	0
Tue Nov 05 21:21:42 2024	1730838102	5	6	11	0
Tue Nov 05 21:21:04 2024	1730838064	3	8	11	0
Tue Nov 05 21:21:37 2024	1730838097	6	6	11	0
Tue Nov 05 21:21:54 2024	1730838114	5	6	11	0
Tue Nov 05 21:21:49 2024	1730838109	6	6	11	0
Tue Nov 05 21:21:02 2024	1730838062	5	7	11	0
Tue Nov 05 21:21:58 2024	1730838118	4	7	11	0
Tue Nov 05 21:21:28 2024	1730838088	4	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	4	7	11	0
Tue Nov 05 21:21:11 2024	1730838071	2	9	11	5
Tue Nov 05 21:21:47 2024	1730838107	4	7	11	0
Tue Nov 05 21:21:47 2024	1730838107	5	7	11	0
Tue Nov 05 21:21:55 2024	1730838115	4	8	11	0
Tue Nov 05 21:21:24 2024	1730838084	4	7	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	7	11	0
Tue Nov 05 21:21:37 2024	1730838097	5	6	11	0
Tue Nov 05 21:21:25 2024	1730838085	5	7	11	0
Tue Nov 05 21:21:24 2024	1730838084	4	7	11	0
Tue Nov 05 21:21:06 2024	1730838066	2	9	11	5
Tue Nov 05 21:21:47 2024	1730838107	5	6	11	0
Tue Nov 05 21:21:57 2024	1730838117	4	7	11	0
Tue Nov 05 21:21:08 2024	1730838068	3	9	11	5
Tue Nov 05 21:21:25 2024	1730838085	6	5	11	0
Tue Nov 05 21:21:50 2024	1730838110	4	7	11	0
Tue Nov 05 21:21:42 2024	1730838102	4	7	11	0
Tue Nov 05 21:21:05 2024	1730838065	3	9	11	5
Tue Nov 05 21:21:57 2024	1730838117	4	7	11	0
Tue Nov 05 21:21:39 2024	1730838099	6	6	11	0
Tue Nov 05 21:21:10 2024	1730838070	5	6	11	0
Tue Nov 05 21:21:28 2024	1730838088	5	7	11	0
Tue Nov 05 21:21:04 2024	1730838064	5	7	11	0
Tue Nov 05 21:21:49 2024	1730838109	4	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	6	6	11	0
Tue Nov 05 21:21:13 2024	1730838073	5	7	11	0
Tue Nov 05 21:21:57 2024	1730838117	2	9	11	5
Tue Nov 05 21:21:18 2024	1730838078	5	6	11	0
Tue Nov 05 21:21:32 2024	1730838092	3	9	11	4
Tue Nov 05 21:21:58 2024	1730838118	5	7	11	0
Tue Nov 05 21:21:25 2024	1730838085	5	6	11	0
Tue Nov 05 21:21:54 2024	1730838114	3	8	11	0
Tue Nov 05 21:21:16 2024	1730838076	3	9	11	5
Tue Nov 05 21:21:14 2024	1730838074	6	6	11	0
Tue Nov 05 21:21:32 2024	1730838092	5	7	11	0
Tue Nov 05 21:21:26 2024	1730838086	5	7	11	0
Tue Nov 05 21:21:20 2024	1730838080	5	6	11	0
Tue Nov 05 21:21:07 2024	1730838067	5	7	11	0
Tue Nov 05 21:21:48 2024	1730838108	6	6	11	0
Tue Nov 05 21:21:34 2024	1730838094	4	7	11	0
Tue Nov 05 21:21:41 2024	1730838101	4	8	11	0
Tue Nov 05 21:21:23 2024	1730838083	3	9	11	4
Tue Nov 05 21:21:08 2024	1730838068	2	9	11	5
Tue Nov 05 21:21:39 2024	1730838099	5	7	11	0
Tue Nov 05 21:21:07 2024	1730838067	4	7	11	0
Tue Nov 05 21:21:31 2024	1730838091	2	10	11	5
Tue Nov 05 21:21:10 2024	1730838070	5	7	11	0
Tue Nov 05 21:21:14 2024	1730838074	4	7	11	0
Tue Nov 05 21:21:36 2024	1730838096	5	6	11	0
Tue Nov 05 21:21:22 2024	1730838082	5	7	11	0
Tue Nov 05 21:21:21 2024	1730838081	4	7	11	0
Tue Nov 05 21:21:53 2024	1730838113	4	7	11	0
Tue Nov 05 21:21:12 2024	1730838072	5	7	11	0
Tue Nov 05 21:21:49 2024	1730838109	4	7	11	0
Tue Nov 05 21:21:43 2024	1730838103	6	6	11	0
Tue Nov 05 21:21:50 2024	1730838110	5	7	11	0
Tue Nov 05 21:21:41 2024	1730838101	4	8	11	0
Tue Nov 05 21:21:12 2024	1730838072	5	6	11	0
Tue Nov 05 21:21:55 2024	1730838115	5	7	11	0
Tue Nov 05 21:21:06 2024	1730838066	4	7	11	0
Tue Nov 05 21:21:32 2024	1730838092	4	7	11	0
Tue Nov 05 21:21:30 2024	1730838090	6	6	11	0
Tue Nov 05 21:21:25 2024	1730838085	5	6	11	0
Tue Nov 05 21:21:17 2024	1730838077	4	7	11	0
Tue Nov 05 21:21:59 2024	1730838119	4	7	11	0
Tue Nov 05 21:21:07 2024	1730838067	3	8	11	0
Tue Nov 05 21:21:53 2024	1730838113	5	7	11	0
Tue Nov 05 21:21:39 2024	1730838099	3	9	12	5
Tue Nov 05 21:21:24 2024	1730838084	4	7	12	0
Tue Nov 05 21:21:14 2024	1730838074	6	6	12	0
Tue Nov 05 21:21:37 2024	1730838097	3	8	12	0
Tue Nov 05 21:21:07 2024	1730838067	5	7	12	0
Tue Nov 05 21:21:53 2024	1730838113	4	7	12	0
Tue Nov 05 21:21:49 2024	1730838109	4	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	4	7	12	0
Tue Nov 05 21:21:48 2024	1730838108	5	6	12	0
Tue Nov 05 21:21:06 2024	1730838066	4	8	12	0
Tue Nov 05 21:21:08 2024	1730838068	4	7	12	0
Tue Nov 05 21:21:19 2024	1730838079	5	6	12	0
Tue Nov 05 21:21:34 2024	1730838094	3	8	12	0
Tue Nov 05 21:21:27 2024	1730838087	5	7	12	0
Tue Nov 05 21:21:39 2024	1730838099	7	5	12	0
Tue Nov 05 21:21:53 2024	1730838113	5	7	12	0
Tue Nov 05 21:21:07 2024	1730838067	5	7	12	0
Tue Nov 05 21:21:11 2024	1730838071	6	6	12	0
Tue Nov 05 21:21:02 2024	1730838062	4	7	12	0
Tue Nov 05 21:21:21 2024	1730838081	4	8	12	0
Tue Nov 05 21:21:36 2024	1730838096	5	7	12	0
Tue Nov 05 21:21:39 2024	1730838099	2	9	12	5
Tue Nov 05 21:21:46 2024	1730838106	3	9	12	5
Tue Nov 05 21:21:04 2024	1730838064	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	4	7	12	0
Tue Nov 05 21:21:28 2024	1730838088	5	7	12	0
Tue Nov 05 21:21:11 2024	1730838071	4	7	12	0
Tue Nov 05 21:21:41 2024	1730838101	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	3	8	12	0
Tue Nov 05 21:21:13 2024	1730838073	3	8	12	0
Tue Nov 05 21:21:04 2024	1730838064	5	7	12	0
Tue Nov 05 21:21:40 2024	1730838100	5	7	12	0
Tue Nov 05 21:21:18 2024	1730838078	4	7	12	0
Tue Nov 05 21:21:20 2024	1730838080	4	8	12	0
Tue Nov 05 21:21:45 2024	1730838105	5	7	12	0
Tue Nov 05 21:21:39 2024	1730838099	2	9	12	5
Tue Nov 05 21:21:30 2024	1730838090	6	6	12	0
Tue Nov 05 21:21:45 2024	1730838105	5	7	12	0
Tue Nov 05 21:21:35 2024	1730838095	6	5	12	0
Tue Nov 05 21:21:02 2024	1730838062	6	6	12	0
Tue Nov 05 21:21:08 2024	1730838068	5	7	12	0
Tue Nov 05 21:21:03 2024	1730838063	5	7	12	0
Tue Nov 05 21:21:58 2024	1730838118	4	7	12	0
Tue Nov 05 21:21:59 2024	1730838119	3	9	12	4
Tue Nov 05 21:21:04 2024	1730838064	6	5	12	0
Tue Nov 05 21:21:31 2024	1730838091	5	6	12	0
Tue Nov 05 21:21:25 2024	1730838085	4	7	12	0
Tue Nov 05 21:21:17 2024	1730838077	6	6	12	0
Tue Nov 05 21:21:05 2024	1730838065	6	6	12	0
Tue Nov 05 21:21:10 2024	1730838070	3	8	12	0
Tue Nov 05 21:21:50 2024	1730838110	5	6	12	0
Tue Nov 05 21:21:19 2024	1730838079	4	7	12	0
Tue Nov 05 21:21:19 2024	1730838079	5	7	12	0
Tue Nov 05 21:21:54 2024	1730838114	4	8	12	0
Tue Nov 05 21:21:02 2024	1730838062	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	3	8	12	0
Tue Nov 05 21:21:49 2024	1730838109	6	5	12	0
Tue Nov 05 21:21:47 2024	1730838107	5	6	12	0
Tue Nov 05 21:21:37 2024	1730838097	5	7	12	0
Tue Nov 05 21:21:56 2024	1730838116	5	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	3	9	12	5
Tue Nov 05 21:21:54 2024	1730838114	5	6	12	0
Tue Nov 05 21:21:46 2024	1730838106	5	7	12	0
Tue Nov 05 21:21:14 2024	1730838074	4	7	12	0
Tue Nov 05 21:21:10 2024	1730838070	5	6	12	0
Tue Nov 05 21:21:12 2024	1730838072	5	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	6	6	12	0
Tue Nov 05 21:21:25 2024	1730838085	11	0	12	0
Tue Nov 05 21:21:53 2024	1730838113	5	7	12	0
Tue Nov 05 21:21:49 2024	1730838109	3	8	12	0
Tue Nov 05 21:21:46 2024	1730838106	5	7	12	0
Tue Nov 05 21:21:13 2024	1730838073	4	8	12	0
Tue Nov 05 21:21:16 2024	1730838076	4	8	12	0
Tue Nov 05 21:21:29 2024	1730838089	6	6	12	0
Tue Nov 05 21:21:31 2024	1730838091	5	7	12	0
Tue Nov 05 21:21:17 2024	1730838077	5	7	12	0
Tue Nov 05 21:21:33 2024	1730838093	4	8	12	0
Tue Nov 05 21:21:33 2024	1730838093	6	6	12	0
Tue Nov 05 21:21:20 2024	1730838080	5	7	12	0
Tue Nov 05 21:21:23 2024	1730838083	5	7	12	0
Tue Nov 05 21:21:36 2024	1730838096	4	7	12	0
Tue Nov 05 21:21:56 2024	1730838116	5	7	12	0
Tue Nov 05 21:21:12 2024	1730838072	3	9	12	4
Tue Nov 05 21:21:57 2024	1730838117	4	8	12	0
Tue Nov 05 21:21:49 2024	1730838109	4	7	12	0
Tue Nov 05 21:21:58 2024	1730838118	2	9	12	5
Tue Nov 05 21:21:27 2024	1730838087	5	6	12	0
Tue Nov 05 21:21:25 2024	1730838085	3	8	12	0
Tue Nov 05 21:21:47 2024	1730838107	4	7	12	0
Tue Nov 05 21:21:15 2024	1730838075	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	5	7	12	0
Tue Nov 05 21:21:09 2024	1730838069	4	7	12	0
Tue Nov 05 21:21:58 2024	1730838118	3	9	12	4
Tue Nov 05 21:21:09 2024	1730838069	4	8	12	0
Tue Nov 05 21:21:41 2024	1730838101	5	7	12	0
Tue Nov 05 21:21:37 2024	1730838097	4	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	4	7	12	0
Tue Nov 05 21:21:05 2024	1730838065	2	9	12	6
Tue Nov 05 21:21:47 2024	1730838107	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	4	8	12	0
Tue Nov 05 21:21:17 2024	1730838077	5	7	12	0
Tue Nov 05 21:21:36 2024	1730838096	3	8	12	0
Tue Nov 05 21:21:52 2024	1730838112	5	7	12	0
Tue Nov 05 21:21:06 2024	1730838066	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	5	6	12	0
Tue Nov 05 21:21:11 2024	1730838071	5	7	12	0
Tue Nov 05 21:21:41 2024	1730838101	5	7	12	0
Tue Nov 05 21:22:00 2024	1730838120	3	8	12	0
Tue Nov 05 21:21:50 2024	1730838110	6	6	12	0
Tue Nov 05 21:21:52 2024	1730838112	5	6	12	0
Tue Nov 05 21:21:21 2024	1730838081	4	7	12	0
Tue Nov 05 21:21:36 2024	1730838096	7	5	12	0
Tue Nov 05 21:21:35 2024	1730838095	5	7	12	0
Tue Nov 05 21:21:05 2024	1730838065	4	7	12	0
Tue Nov 05 21:21:19 2024	1730838079	5	7	12	0
Tue Nov 05 21:21:26 2024	1730838086	5	7	12	0
Tue Nov 05 21:21:09 2024	1730838069	4	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	5	7	12	0
Tue Nov 05 21:21:36 2024	1730838096	5	7	12	0
Tue Nov 05 21:21:31 2024	1730838091	5	7	12	0
Tue Nov 05 21:21:12 2024	1730838072	5	7	12	0
Tue Nov 05 21:21:47 2024	1730838107	4	7	12	0
Tue Nov 05 21:21:49 2024	1730838109	4	8	12	0
Tue Nov 05 21:21:57 2024	1730838117	6	5	12	0
Tue Nov 05 21:21:04 2024	1730838064	5	7	12	0
Tue Nov 05 21:21:15 2024	1730838075	3	9	12	0
Tue Nov 05 21:21:48 2024	1730838108	2	10	12	5
Tue Nov 05 21:21:56 2024	1730838116	5	7	12	0
Tue Nov 05 21:21:26 2024	1730838086	4	7	12	0
Tue Nov 05 21:21:20 2024	1730838080	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	3	9	12	5
Tue Nov 05 21:21:53 2024	1730838113	3	8	12	0
Tue Nov 05 21:21:11 2024	1730838071	5	6	12	0
Tue Nov 05 21:21:33 2024	1730838093	5	7	12	0
Tue Nov 05 21:21:39 2024	1730838099	5	7	12	0
Tue Nov 05 21:21:24 2024	1730838084	4	8	12	0
Tue Nov 05 21:21:33 2024	1730838093	5	7	12	0
Tue Nov 05 21:21:42 2024	1730838102	5	7	12	0
Tue Nov 05 21:21:59 2024	1730838119	6	6	12	0
Tue Nov 05 21:21:22 2024	1730838082	6	6	12	0
Tue Nov 05 21:21:43 2024	1730838103	5	6	12	0
Tue Nov 05 21:21:31 2024	1730838091	5	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	5	7	12	0
Tue Nov 05 21:21:32 2024	1730838092	5	7	12	0
Tue Nov 05 21:21:19 2024	1730838079	5	7	12	0
Tue Nov 05 21:21:59 2024	1730838119	5	7	12	0
Tue Nov 05 21:21:26 2024	1730838086	5	7	12	0
Tue Nov 05 21:21:34 2024	1730838094	4	8	12	0
Tue Nov 05 21:21:29 2024	1730838089	6	6	12	0
Tue Nov 05 21:21:14 2024	1730838074	5	6	12	0
Tue Nov 05 21:21:56 2024	1730838116	5	7	12	0
Tue Nov 05 21:21:07 2024	1730838067	5	7	12	0
Tue Nov 05 21:21:43 2024	1730838103	4	8	12	0
Tue Nov 05 21:21:21 2024	1730838081	4	8	12	0
Tue Nov 05 21:21:11 2024	1730838071	4	8	12	0
Tue Nov 05 21:21:10 2024	1730838070	4	7	12	0
Tue Nov 05 21:21:19 2024	1730838079	5	7	12	0
Tue Nov 05 21:21:46 2024	1730838106	3	9	12	4
Tue Nov 05 21:21:59 2024	1730838119	6	6	12	0
Tue Nov 05 21:21:16 2024	1730838076	6	6	12	0
Tue Nov 05 21:21:20 2024	1730838080	3	9	12	5
Tue Nov 05 21:21:10 2024	1730838070	3	8	12	0
Tue Nov 05 21:21:25 2024	1730838085	5	7	12	0
Tue Nov 05 21:21:11 2024	1730838071	4	8	12	0
Tue Nov 05 21:21:37 2024	1730838097	6	6	12	0
Tue Nov 05 21:21:46 2024	1730838106	5	7	12	0
Tue Nov 05 21:21:48 2024	1730838108	5	7	12	0
Tue Nov 05 21:21:40 2024	1730838100	2	10	12	5
Tue Nov 05 21:21:34 2024	1730838094	3	8	12	0
Tue Nov 05 21:21:55 2024	1730838115	5	7	12	0
Tue Nov 05 21:21:45 2024	1730838105	5	7	12	0
Tue Nov 05 21:21:54 2024	1730838114	5	7	12	0
Tue Nov 05 21:21:58 2024	1730838118	5	7	12	0
Tue Nov 05 21:21:33 2024	1730838093	6	6	12	0
Tue Nov 05 21:21:57 2024	1730838117	5	7	12	0
Tue Nov 05 21:21:44 2024	1730838104	5	6	12	0
Tue Nov 05 21:21:43 2024	1730838103	4	8	12	0
Tue Nov 05 21:22:00 2024	1730838120	2	9	12	5
Tue Nov 05 21:21:37 2024	1730838097	3	9	12	4
Tue Nov 05 21:21:25 2024	1730838085	5	7	12	0
Tue Nov 05 21:21:25 2024	1730838085	6	6	12	0
Tue Nov 05 21:21:09 2024	1730838069	5	6	12	0
Tue Nov 05 21:21:26 2024	1730838086	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	4	8	12	0
Tue Nov 05 21:21:16 2024	1730838076	5	7	12	0
Tue Nov 05 21:21:53 2024	1730838113	5	7	12	0
Tue Nov 05 21:22:00 2024	1730838120	3	9	12	5
Tue Nov 05 21:21:36 2024	1730838096	4	7	12	0
Tue Nov 05 21:21:18 2024	1730838078	5	6	12	0
Tue Nov 05 21:21:48 2024	1730838108	5	6	12	0
Tue Nov 05 21:21:47 2024	1730838107	4	8	12	0
Tue Nov 05 21:21:26 2024	1730838086	5	6	12	0
Tue Nov 05 21:21:57 2024	1730838117	4	8	12	0
Tue Nov 05 21:21:37 2024	1730838097	6	6	12	0
Tue Nov 05 21:21:07 2024	1730838067	6	6	12	0
Tue Nov 05 21:21:25 2024	1730838085	5	7	12	0
Tue Nov 05 21:21:43 2024	1730838103	5	7	12	0
Tue Nov 05 21:21:29 2024	1730838089	5	7	12	0
Tue Nov 05 21:21:34 2024	1730838094	5	7	12	0
Tue Nov 05 21:21:29 2024	1730838089	5	6	12	0
Tue Nov 05 21:21:29 2024	1730838089	5	7	12	0
Tue Nov 05 21:21:57 2024	1730838117	3	9	12	5
Tue Nov 05 21:21:54 2024	1730838114	3	8	12	0
Tue Nov 05 21:21:29 2024	1730838089	5	7	12	0
Tue Nov 05 21:21:30 2024	1730838090	5	7	12	0
Tue Nov 05 21:21:34 2024	1730838094	5	7	12	0
Tue Nov 05 21:21:22 2024	1730838082	4	7	12	0
Tue Nov 05 21:21:25 2024	1730838085	5	7	12	0
Tue Nov 05 21:21:15 2024	1730838075	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	5	7	12	0
Tue Nov 05 21:21:51 2024	1730838111	6	6	12	0
Tue Nov 05 21:21:48 2024	1730838108	4	8	12	0
Tue Nov 05 21:21:28 2024	1730838088	5	7	12	0
Tue Nov 05 21:21:36 2024	1730838096	6	6	12	0
Tue Nov 05 21:21:48 2024	1730838108	5	7	12	0
Tue Nov 05 21:21:51 2024	1730838111	4	8	12	0
Tue Nov 05 21:21:40 2024	1730838100	3	9	12	0
Tue Nov 05 21:21:05 2024	1730838065	6	5	12	0
Tue Nov 05 21:21:09 2024	1730838069	5	7	12	0
Tue Nov 05 21:21:55 2024	1730838115	4	8	12	0
Tue Nov 05 21:21:51 2024	1730838111	5	7	12	0
Tue Nov 05 21:21:23 2024	1730838083	4	8	12	0
Tue Nov 05 21:21:22 2024	1730838082	5	7	12	0
Tue Nov 05 21:21:34 2024	1730838094	4	8	12	0
Tue Nov 05 21:21:46 2024	1730838106	5	7	12	0
Tue Nov 05 21:21:31 2024	1730838091	4	8	12	0
Tue Nov 05 21:21:34 2024	1730838094	4	8	12	0
Tue Nov 05 21:21:51 2024	1730838111	6	6	12	0
Tue Nov 05 21:21:43 2024	1730838103	5	7	12	0
Tue Nov 05 21:21:22 2024	1730838082	5	7	12	0
Tue Nov 05 21:21:47 2024	1730838107	4	8	12	0
Tue Nov 05 21:21:05 2024	1730838065	5	7	12	0
Tue Nov 05 21:21:34 2024	1730838094	5	7	12	0
Tue Nov 05 21:21:58 2024	1730838118	5	7	12	0
Tue Nov 05 21:21:30 2024	1730838090	5	7	12	0
Tue Nov 05 21:21:16 2024	1730838076	4	8	12	0
Tue Nov 05 21:21:46 2024	1730838106	5	7	12	0
Tue Nov 05 21:21:20 2024	1730838080	5	7	12	0
Tue Nov 05 21:21:51 2024	1730838111	5	7	12	0
Tue Nov 05 21:21:53 2024	1730838113	4	8	12	0
